play_id,game_id,hash_mark,distance_from_center,snap_quality,snap_to_punter_time,snap_to_punt_time,moved_to_catch_snap,punter_steps,punter_distance_covered,players_in_box,number_of_jammers_right,number_of_jammers_left,number_of_rushers,punter_pressured,punter_pressured_by_player_name,punter_hit,punter_knocked_down,punt_deflected,punt_blocked,punt_drop_type,punt_direction,punt_hangtime,punt_distance_from_sideline,punt_hit_ground,punt_hit_ground_first_contact_yard_line,punt_hit_ground_first_contact_side_of_field,punt_bounce_distance,number_of_bounces,type_of_bounce,bounce_out_of_bounds,punt_fair_catchable,fair_catch_signaled_for,returner_bailed_on_fielding_punt,punted_to_yard_line,punted_to_side_of_field,punt_fielded_off_bounce,punt_downed,touchback_save,touchback_save_player_name,failure_to_down_punt,failure_to_down_punt_player_name,nearest_defender_when_punt_fielded_yards,nearest_defender_when_punt_fielded_player_name,missed_tackle_on_return,missed_tackle_on_return_player_name,missed_tackle_yards_gained
1072,2021_01_ARI_TEN,Right,14,Good,0.78,2.09,No,2,4,7,2,1,5,1,D.Daniels,1,1,0,0,Flat,Right Outside Numbers,3.43,8,1,37,ARZ,7,5,Forward Right,1,0,0,0,30,ARZ,0,0,0,,0,,,,0,,
3001,2021_01_ARI_TEN,Left,14,High,0.81,2.14,No,2,4,7,1,1,8,1,TEN,0,0,0,0,Flat,Right Middle,4.08,,0,,,,,,0,1,1,0,10,TEN,0,0,0,,0,,7,A.Hamilton,0,,
4115,2021_01_ARI_TEN,Left,15,Good,0.86,2.07,No,2,4,8,1,1,8,1,TEN,1,0,0,0,Vertical,Middle,4.32,,1,3,TEN,2,4,Check Up,0,1,0,1,5,TEN,0,1,0,,0,,,,0,,
1287,2021_01_CHI_LA,Left,14,Good,0.78,1.94,No,1.5,4,8,1,1,7,0,,0,0,0,0,Vertical,Left Outside Numbers,4.65,4,0,,,,,,0,1,1,0,11,LA,0,0,0,,0,,4,X.Crawford,0,,
1396,2021_01_CHI_LA,Left,14,Good,0.84,2.23,No,2,4,6,2,2,5,0,,0,0,0,0,Angled,Left Outside Numbers,4.57,1,0,,,,,,0,1,0,0,42,CHI,0,0,0,,0,,7,T.Hall,0,,
1749,2021_01_CLE_KC,Right,14,Good,0.77,1.94,No,2,3,7,1,2,6,0,,0,0,0,0,Angled,Right Middle,4.64,,1,5,CLE,4,3,Forward,0,1,0,1,1,CLE,0,1,0,,0,,,,0,,
3457,2021_01_CLE_KC,Middle,13,High,0.79,2.02,No,2,4,6,1,1,5,0,,0,0,0,0,Flat,Middle,4.07,,0,,,,,,0,1,0,0,20,KC,0,0,0,,0,,14,D.Felton,0,,
3658,2021_01_CLE_KC,Middle,14,Good,0.76,2.06,No,2,3.5,7,1,2,6,0,,0,0,0,0,Angled,Left Middle,3.75,,0,,,,,,0,0,0,0,13,CLE,0,0,0,,0,,11,C.Lammons,0,,
231,2021_01_DEN_NYG,Right,14,Good,0.8,2.19,No,2,4,7,2,1,7,0,,0,0,0,0,Vertical,Left Middle,4.57,,1,2,DEN,2,1,Forward Left,0,1,0,1,EZ,DEN,0,0,0,,1,K.Crossen,,,0,,
357,2021_01_DEN_NYG,Left,14,Good,0.77,1.92,No,2,4,6,1,2,5,0,,0,0,0,0,Vertical,Left Outside Numbers,3.51,6,1,21,NYG,-1,1,Backwards Left,0,0,0,0,22,NYG,0,1,0,,0,,,,0,,
440,2021_01_DEN_NYG,Left,14,Good,0.8,2.14,No,1.5,4,7,2,1,5,0,,0,0,0,0,Flat,Middle,5.01,,0,,,,,,0,1,0,0,20,DEN,0,0,0,,0,,,,1,C.Coughlin,4
1412,2021_01_DEN_NYG,Left,14,Good,0.84,2.08,No,2,4,7,2,1,7,0,,0,0,0,0,Flat,Right Outside Numbers,4.43,3,0,,,,,,0,1,0,0,32,DEN,0,0,0,,0,,14,C.Board,1,C.Gillaspia,9
3576,2021_01_DEN_NYG,Right,14,Good,0.78,1.74,No,2,4,9,1,0,8,0,,1,1,0,0,Flat,Left Middle,4.2,,0,,,,,,0,1,0,0,36,NYG,0,0,0,,0,,,,0,,
443,2021_01_GB_NO,Left,15,Low,0.92,2.22,No,2,4,8,1,1,7,1,C.Granderson,0,0,0,0,Angled,Middle,4.22,,1,18,NO,-6,3,Backwards Left,0,1,1,1,24,NO,0,1,0,,0,,,,0,,
967,2021_01_GB_NO,Right,15,Low,0.91,2.13,No,2,4,6,2,2,5,0,,1,1,0,0,Angled,Left Outside Numbers,3.05,7,1,31,NO,11,2,Forward Left,1,0,0,0,20,NO,0,0,0,,0,,,,0,,
2162,2021_01_GB_NO,Right,14.5,Good,0.89,2.1,No,2,4,8,1,1,8,1,J.Garvin,0,0,0,0,Vertical,Right Middle,4.14,,0,,,,,,0,1,0,1,5,GB,0,1,1,T.Montgomery,0,,,,0,,
2788,2021_01_GB_NO,Right,16,Good,0.91,2.23,No,2,3.5,7,2,1,6,1,D.Washington,0,0,0,0,Flat,Right Outside Numbers,4.76,10,0,,,,,,0,1,0,0,21,NO,0,0,0,,0,,14,I.Yiadom,0,,
3082,2021_01_GB_NO,Left,16,Good,0.88,2.09,No,2,4,8,1,1,5,0,,0,0,0,0,Flat,Right Out Of Bounds,4.47,,0,,,,,,0,0,0,0,16,NO,0,0,0,,0,,,,0,,
3234,2021_01_GB_NO,Right,14.5,Good,0.87,2.08,No,2,4,7,2,1,6,0,,0,0,0,0,Angled,Right Middle,4.28,,0,,,,,,0,1,0,0,20,GB,0,0,0,,0,,18,T.Montgomery,0,,
122,2021_01_JAX_HOU,Right,16,Low,0.9,2.09,No,1.5,4,7,1,2,5,0,,0,0,0,0,Angled,Left Outside Numbers,4.22,9,0,,,,,,0,1,0,0,21,JAX,0,0,0,,0,,12,T.Thomas,0,,
273,2021_01_JAX_HOU,Left,14.5,Good,0.88,2.19,No,2,4,7,1,1,5,0,,0,0,0,0,Flat,Right Outside Numbers,5.12,1,1,16,HOU,0,1,Forward Right,1,0,0,0,16,HOU,0,0,0,,0,,,,0,,
1854,2021_01_JAX_HOU,Left,15,High,0.85,2.11,No,1.5,3.5,8,1,1,5,0,,0,0,0,0,Vertical,Left Outside Numbers,3.97,5,0,,,,,,0,1,1,0,7,JAX,0,0,0,,0,,2.5,T.Thomas,0,,
2267,2021_01_JAX_HOU,Left,14,Good,0.73,2.09,No,2,4.5,7,1,1,5,0,,0,0,0,0,Flat,Right Middle,4.91,,0,,,,,,0,1,0,0,23,HOU,0,0,0,,0,,12,R.Matiscik,0,,
2610,2021_01_JAX_HOU,Right,14,Good,0.89,2.16,No,1.5,4,7,2,1,5,0,,0,0,0,0,Flat,Middle,3.81,,0,,,,,,0,1,0,0,28,HOU,0,0,0,,0,,2,R.Ford,1,R.Ford,0
3332,2021_01_JAX_HOU,Left,14.5,Good,0.86,1.96,No,2,4.5,8,1,1,8,0,,0,0,0,0,Vertical,Left Outside Numbers,3.4,11.5,0,,,,,,0,1,0,0,20,JAX,0,0,0,,0,,11,T.Thomas,1,K.Grugier-Hill,0
3448,2021_01_JAX_HOU,Middle,14,High,0.83,2.1,No,2,5,8,1,1,5,0,,0,0,0,0,Flat,Left Middle,3.87,,0,,,,,,0,1,1,0,31,HOU,0,0,0,,0,,0.5,R.Ford,0,,
4035,2021_01_JAX_HOU,Left,14,Low,0.89,2.2,No,3.5,4,8,1,1,6,1,K.Chaisson,1,0,0,0,Vertical,Left Outside Numbers,4.59,2,0,,,,,,0,1,1,0,24,JAX,0,0,0,,0,,1,T.Thomas,0,,
4165,2021_01_JAX_HOU,Right,14,Good,0.88,2.22,No,2,4.5,8,1,2,7,0,,0,0,0,0,Flat,Right Outside Numbers,4.5,9,0,,,,,,0,1,0,0,11,HOU,0,0,0,,0,,10,,0,T.Campbell,8
4377,2021_01_JAX_HOU,Left,15,Good,0.85,2.02,No,2,4.5,7,1,2,5,0,,0,0,0,0,Vertical,Left Out Of Bounds,4.03,,0,,,,,,0,0,0,0,15,JAX,0,0,0,,0,,,,0,,
2862,2021_01_JAX_HOU,Right,14,Good,0.84,2.14,No,2,4,8,1,1,8,1,J.Martin,0,0,0,0,Flat,Middle,4.18,,1,46,HOU,14,5,Forward Left,0,0,0,0,32,HOU,0,1,0,,0,,,,0,,
423,2021_01_LAC_WAS,Middle,14,Good,0.87,2.18,No,2,3.5,7,2,1,7,0,,0,0,0,0,Flat,Left Outside Numbers,3.71,5,1,31,LAC,19,5,Forward Left,1,0,0,0,12,LAC,0,0,0,,0,,,,0,,
522,2021_01_LAC_WAS,Left,14,Good,0.88,2.22,No,2,4,7,2,1,7,0,,0,0,0,0,Flat,Middle,4.18,,0,,,,,,0,1,0,0,38,WAS,0,0,0,,0,,8,T.Campbell,1,D.Tranquill,5
810,2021_01_LAC_WAS,Right,14.5,Good,0.91,2.21,No,2,3.5,8,1,1,5,0,,0,0,0,0,Angled,Right Middle,4.15,,0,,,,,,0,1,0,0,21,WAS,0,0,0,,0,,7,K.Hall,1,K.Hall,6
1475,2021_01_LAC_WAS,Left,14,Good,0.86,2.11,No,2,4,6,2,2,5,0,,0,0,0,0,Flat,Left Middle,3.58,,1,30,LAC,7,1,Forward,0,0,0,0,23,LAC,1,0,0,,0,,6,C.Sims,1,C.Sims,3
3918,2021_01_LAC_WAS,Left,14,Good,0.88,2.13,No,1.5,3.5,8,1,1,8,0,,0,0,0,0,Vertical,Right Outside Numbers,4.5,10,0,,,,,,0,1,1,0,8,LAC,0,0,0,,0,,2,C.Sims,0,,
224,2021_01_MIA_NE,Right,14,Good,0.8,2.2,No,2,3.5,8,1,1,8,0,,0,0,0,0,Vertical,Right Middle,4.46,,0,,,,,,0,0,0,0,EZ,MIA,0,0,0,,0,,,,0,,
756,2021_01_MIA_NE,Left,14,Low,0.81,2.1,No,1.5,3.5,7,1,2,6,0,,0,0,0,0,Flat,Middle,3.15,,0,,,,,,0,1,0,0,19,NE,0,0,0,,0,,7,M.Hollins,1,M.Hollins,7
1306,2021_01_MIA_NE,Right,14.5,Low,0.9,2.09,No,1.5,3.5,8,1,1,7,0,,0,0,0,0,Angled,Right Middle,4.18,,1,8,NE,8,2,Forward,0,0,0,0,EZ,NE,0,0,0,,0,,,,0,,
1412,2021_01_MIA_NE,Left,14,Good,0.76,2.05,No,2,4,6,2,2,6,0,,0,0,0,0,Angled,Left Outside Numbers,4.43,,0,,,,,,0,1,0,0,2,MIA,0,0,0,,0,,15,M.Slater,0,,
1514,2021_01_MIA_NE,Right,14.5,Low,0.86,2.06,No,1.5,2.5,7,2,1,6,0,,0,0,0,0,Angled,Right Outside Numbers,4.44,4,0,,,,,,0,1,0,0,38,NE,0,0,0,,0,,8,B.Scarlett,0,,
2876,2021_01_MIA_NE,Right,14,Good,0.87,2.02,No,1.5,4,8,1,1,8,0,,0,0,0,0,Angled,Right Outside Numbers,4.3,10,0,,,,,,0,1,0,0,29,NE,0,0,0,,0,,5,M.Hollins,1,M.Hollins,14
304,2021_01_MIN_CIN,Right,15,Good,0.83,2.17,No,2,4,6,2,2,5,0,,0,0,0,0,Flat,Right Outside Numbers,3.36,6,0,,,,,,0,0,0,0,22,CIN,0,0,0,,0,,13,S.Weatherly,0,,
451,2021_01_MIN_CIN,Left,14,Good,0.84,2.2,No,1.5,3,7,1,2,6,0,,0,0,0,0,Flat,Left Middle,4.58,,1,1,MIN,1,1,Forward,0,1,0,0,EZ,MIN,0,0,0,,0,,,,0,,
555,2021_01_MIN_CIN,Right,15,Good,0.86,2.21,No,2,4,7,2,1,5,0,,0,0,0,0,Flat,Right Middle,3.72,,0,,,,,,0,1,0,0,30,CIN,0,0,0,,0,,11,H.Hand,1,A.DePaola,5
644,2021_01_MIN_CIN,Left,14,Good,0.87,2.26,No,1.5,3,7,1,1,5,0,,0,0,0,0,Flat,Left Middle,4.72,,0,,,,,,0,1,1,0,10,MIN,0,0,0,,0,,0.5,S.Morgan,0,,
784,2021_01_MIN_CIN,Middle,11,Good,0.7,1.75,No,1,3,8,1,1,8,1,CIN,0,0,0,0,Flat,Right Middle,4.32,,0,,,,,,0,1,1,0,49,CIN,0,0,0,,0,,7,H.Hand,0,,
886,2021_01_MIN_CIN,Right,14,Good,0.86,2.2,No,1.5,3,8,1,1,4,0,,0,0,0,0,Vertical,Right Middle,4.29,,0,,,,,,0,1,1,0,9,MIN,0,0,0,,0,,1,B.Wilson,0,,
1850,2021_01_MIN_CIN,Right,14,Good,0.85,2.11,No,2,4,7,1,2,6,0,,0,0,0,0,Angled,Left Outside Numbers,4.99,7,0,,,,,,0,1,0,0,13,CIN,0,0,0,,0,,16,H.Hand,0,,
2264,2021_01_MIN_CIN,Left,15,Low,0.86,2.08,No,1.5,3.5,6,2,2,5,0,,0,0,0,0,Angled,Left Outside Numbers,3.69,8,0,,,,,,0,1,0,0,9,CIN,0,0,0,,0,,,,0,,
2797,2021_01_MIN_CIN,Left,15,Good,0.87,2.17,No,2,4,6,2,2,5,0,,0,0,0,0,Flat,Left Outside Numbers,4.08,6,0,,,,,,0,1,0,0,18,CIN,0,0,0,,0,,12,H.Hand,0,,
3664,2021_01_MIN_CIN,Left,14,High,0.85,2.18,No,1.5,4,8,1,1,8,1,R.Connelly,0,0,1,0,Flat,Left Outside Numbers,3.44,2,1,36,MIN,4,1,Forward Left,1,0,0,0,32,MIN,0,0,0,,0,,,,0,,
3783,2021_01_MIN_CIN,Right,15,Good,0.89,2.19,No,2,4,6,2,2,5,0,,0,0,0,0,Flat,Right Middle,4.34,,1,40,CIN,15,4,Forward Left,0,0,0,0,25,CIN,0,1,0,,0,,,,0,,
3958,2021_01_MIN_CIN,Left,14,Good,0.81,2.2,No,2,3.5,8,1,1,5,0,,0,0,0,0,Vertical,Left Middle,4.18,,1,9,MIN,4,1,Forward Right,0,1,0,0,5,MIN,0,1,1,S.Morgan,0,,,,0,,
4348,2021_01_MIN_CIN,Right,14,Good,0.81,2.08,No,2,3,8,1,1,5,0,,0,0,0,0,Flat,Right Outside Numbers,4.42,8,0,,,,,,0,1,1,0,21,MIN,0,0,0,,0,,1,S.Morgan,0,,
4450,2021_01_MIN_CIN,Left,15,Good,0.87,2.16,No,2,4,8,1,1,8,0,,0,0,0,0,Flat,Left Outside Numbers,4.67,2,0,,,,,,0,1,1,0,10,CIN,0,0,0,,0,,,,0,,
4550,2021_01_MIN_CIN,Right,14,Good,0.9,2.21,No,2,3,7,2,1,5,0,,0,0,0,0,Flat,Right Outside Numbers,4.07,11.5,0,,,,,,0,1,0,0,25,MIN,0,0,0,,0,,18,B.Wilson,1,M.Bailey,5
263,2021_01_NYJ_CAR,Middle,13,Good,0.82,2.09,No,2,4,6,2,2,5,0,,0,0,0,0,Flat,Right Outside Numbers,4.64,10,0,,,,,,0,1,0,0,22,CAR,0,0,0,,0,,16,J.Hardee,0,,
416,2021_01_NYJ_CAR,Left,15,Good,0.86,2.17,No,2,4.5,8,1,1,4,0,,0,0,0,0,Vertical,Left Outside Numbers,4.77,7,0,,,,,,0,1,1,0,22,NYJ,0,0,0,,0,,5,S.Thomas-Oliver III,0,,
574,2021_01_NYJ_CAR,Right,14,Good,0.79,1.95,No,1.5,4,6,2,2,5,0,,0,0,0,0,Flat,Right Middle,3.77,,0,,,,,,0,1,0,0,41,CAR,0,0,0,,0,,17,H.Nasirildeen,1,D.Phillips,2
712,2021_01_NYJ_CAR,Left,14.5,Good,0.84,2.16,No,2,4,8,1,1,4,0,,0,0,0,0,Vertical,Left Middle,4.2,,0,,,,,,0,1,1,0,15,NYJ,0,0,0,,0,,1,G.Ricci,0,,
896,2021_01_NYJ_CAR,Right,14.5,Good,0.8,1.96,No,2,3.5,6,2,2,6,0,,0,0,0,0,Flat,Right Outside Numbers,4.6,0.5,1,17,CAR,2,1,Forward Right,1,0,0,0,15,CAR,0,0,0,,0,,,,0,,
1817,2021_01_NYJ_CAR,Right,14,High,0.8,1.98,No,2,3,8,1,1,,0,,0,0,0,0,Flat,Right Outside Numbers,3.7,5,0,,,,,,0,1,1,0,38,CAR,0,0,0,,0,,0.5,J.Hardee,0,,
2215,2021_01_NYJ_CAR,Middle,14,Good,0.82,2.14,No,2,4,8,1,1,6,1,CAR,0,0,0,0,Flat,Left Middle,4.86,,0,,,,,,0,1,0,0,26,NYJ,0,0,0,,0,,7,S.Thomas-Oliver III,0,,
2389,2021_01_NYJ_CAR,Left,14,Good,0.83,1.92,No,2,3.5,6,2,2,6,0,,0,0,0,0,Angled,Right Outside Numbers,3.35,7,1,14,CAR,-2,2,Check Up,1,0,0,0,16,CAR,0,0,0,,0,,,,0,,
2525,2021_01_NYJ_CAR,Left,14.5,Good,0.81,2.12,No,2,4.5,8,1,1,7,0,,0,0,0,0,Angled,Left Out Of Bounds,4.14,,0,,,,,,0,0,0,0,27,NYJ,0,0,0,,0,,,,0,,
2615,2021_01_NYJ_CAR,Left,13.5,Good,0.81,2.01,No,2,4,6,2,2,6,0,,0,0,0,0,Angled,Right Middle,4.36,,0,,,,,,0,1,0,0,14,CAR,0,0,0,,0,,20,J.Hardee,0,,
2744,2021_01_NYJ_CAR,Left,14,Good,0.83,2.12,No,2,4,8,1,1,8,1,B.Huff,1,1,0,0,Flat,Left Middle,5,,0,,,,,,0,1,1,0,30,NYJ,0,0,0,,0,,4,S.Franklin,0,,
3439,2021_01_NYJ_CAR,Middle,13,Good,0.76,1.88,No,1.5,4,6,2,2,5,1,,0,0,0,0,Flat,Right Outside Numbers,3.91,11.5,0,,,,,,0,1,0,0,31,CAR,0,0,0,,0,,11,J.Hardee,0,,
3587,2021_01_NYJ_CAR,Right,14.5,Good,0.86,2.23,No,2,4,8,1,1,4,0,,0,0,0,0,Vertical,Right Outside Numbers,4.78,8,1,6,NYJ,-1,1,Check Up,0,1,0,0,7,NYJ,0,1,0,,0,,,,0,,
1846,2021_01_SF_DET,Right,14,High,0.87,2.28,No,2,4,6,2,2,6,0,,0,0,0,0,Angled,Right Middle,4.46,,0,,,,,,0,1,0,0,21,SF,0,0,0,,0,,18,B.Price,1,A.Pittman,2
2492,2021_01_SF_DET,Right,14,Good,0.84,2.13,No,2,4,8,1,1,4,0,,0,0,0,0,Vertical,Right Middle,4.23,,0,,,,,,0,1,1,0,9,SF,0,0,0,,0,,3,B.Price,0,,
2987,2021_01_SF_DET,Left,14.5,Good,0.82,2.13,No,1.5,3.5,8,1,1,8,0,,0,0,0,0,Flat,Left Out Of Bounds,4.41,,0,,,,,,0,0,0,0,12,DET,0,0,0,,0,,,,0,,
3119,2021_01_SF_DET,Left,14,High,0.82,2.23,No,2,4,7,2,1,7,0,,0,0,0,0,Flat,Right Middle,4.53,,0,,,,,,0,1,0,0,36,SF,0,0,0,,0,,13,B.Price,0,,
3619,2021_01_SF_DET,Left,14,Good,0.81,2.06,Right,1.5,3,8,1,1,8,0,,0,0,0,0,Vertical,Left Outside Numbers,4.58,10,1,9,DET,-5,3,Check Up,0,1,0,0,14,DET,0,1,0,,0,,,,0,,
780,2021_01_SEA_IND,Left,14,Good,0.91,2.28,No,2,4,6,2,2,6,0,,0,0,0,0,Flat,Left Middle,3.52,,0,,,,,,0,1,0,0,33,SEA,0,0,0,,0,,16,M.Adams,0,,
1342,2021_01_SEA_IND,Middle,15,Good,0.85,4.22,No,10,17,8,1,1,8,1,G.Odum,1,0,0,0,Flat,Right Out Of Bounds,3.06,,0,,,,,,0,0,0,0,28,IND,0,0,0,,0,,,,0,,
1505,2021_01_SEA_IND,Right,15,High,0.92,2.24,No,2,4,7,1,2,7,0,,0,0,0,0,Vertical,Left Outside Numbers,4.32,10,0,,,,,,0,1,1,0,17,SEA,0,0,0,,0,,12,G.Odum,0,,
2033,2021_01_SEA_IND,Right,15,Low,0.81,1.99,No,1.5,4,7,1,2,6,0,,0,0,0,0,Angled,Left Outside Numbers,3.85,7,0,,,,,,0,1,0,0,5,IND,0,0,0,,0,,19,R.Neal,1,R.Neal,5
2133,2021_01_SEA_IND,Left,15,Good,0.93,2.25,No,2,4,7,1,2,6,0,,0,0,0,0,Flat,Middle,4.56,,0,,,,,,0,1,0,0,29,SEA,0,0,0,,0,,11,G.Odum,0,,
2272,2021_01_SEA_IND,Right,14,Good,0.86,2.07,No,2,4,8,1,1,8,1,IND,1,0,0,0,Angled,Right Middle,4.38,,1,11,IND,-4,1,Check Up,0,1,1,1,15,IND,0,1,0,,0,,,,0,,
2391,2021_01_SEA_IND,Middle,14,Good,0.91,2.19,No,2,4,6,2,2,6,0,,0,0,0,0,Vertical,Left Middle,4.64,,0,,,,,,0,1,1,0,49,IND,0,0,0,,0,,,,0,,
2698,2021_01_SEA_IND,Right,14,Good,0.79,2.04,No,2,4,7,2,1,5,0,,0,0,0,0,Vertical,Right Middle,4.13,,0,,,,,,0,1,1,0,14,IND,0,0,0,,0,,,,0,,
3717,2021_01_SEA_IND,Left,14,Good,0.86,2,No,2,4,8,1,1,8,0,,0,0,0,0,Vertical,Left Outside Numbers,4.15,7,1,5,IND,-5,1,Check Up,0,1,1,1,10,IND,0,1,0,,0,,,,0,,
1518,2021_01_PHI_ATL,Right,14,Good,0.87,2.15,No,2,3,8,1,1,8,1,T.Edwards,1,1,0,0,Angled,Left Middle,3.54,,0,,,,,,0,1,1,0,19,PHI,0,0,0,,0,,,,0,,
1838,2021_01_PHI_ATL,Left,15,Good,0.84,2,Right,2,4,8,1,1,8,0,,0,0,0,0,Angled,Left Outside Numbers,4.15,6,1,5,ATL,-3,2,Backwards Left,0,1,0,0,8,ATL,0,1,0,,0,,,,0,,
1966,2021_01_PHI_ATL,Left,14,Good,0.92,2.24,No,2,4,7,2,1,7,0,,0,0,0,0,Flat,Right Middle,4.87,,0,,,,,,0,1,0,0,36,PHI,0,0,0,,0,,9,O.Zaccheaus,1,O.Zaccheaus,4
2650,2021_01_PHI_ATL,Left,14,High,0.83,2.01,No,2,4,8,1,1,8,0,,0,0,0,0,Vertical,Left Outside Numbers,3.56,5,0,,,,,,0,1,0,0,7,ATL,0,0,0,,0,,7,A.Chachere,1,A.Chachere,7
2742,2021_01_PHI_ATL,Middle,14,Good,0.93,2.22,No,2,4,7,2,1,6,0,,0,0,0,0,Flat,Right Outside Numbers,3.85,5,0,,,,,,0,1,0,0,20,PHI,0,0,0,,0,,11,C.Patterson,0,,
3169,2021_01_PHI_ATL,Left,14,Good,0.86,2.16,No,2,4,7,2,1,6,1,J.Arcega-Whiteside,0,0,0,0,Flat,Left Out Of Bounds,4.07,,0,,,,,,0,0,0,0,50,,0,0,0,,0,,,,0,,
3524,2021_01_PHI_ATL,Left,14,Good,0.89,2.07,No,1.5,3,8,1,1,8,1,PHI,0,1,0,0,Flat,Right Middle,4.25,,0,,,,,,0,1,0,0,11,PHI,0,0,0,,0,,8,O.Zaccheaus,1,O.Zaccheaus,9
3709,2021_01_PHI_ATL,Left,14,Good,0.84,1.96,No,2,4,8,1,1,6,0,,0,0,0,0,Vertical,Left Outside Numbers,4.46,5,1,5,ATL,-3,2,Check Up,0,1,0,0,8,ATL,0,1,0,,0,,,,0,,
3844,2021_01_PHI_ATL,Right,14,Good,0.88,2.11,No,2,4,7,2,1,6,0,,0,0,0,0,Flat,Right Outside Numbers,4.48,6,0,,,,,,0,1,0,0,21,PHI,0,0,0,,0,,20,O.Zaccheaus,0,,
3952,2021_01_PHI_ATL,Left,14,Good,0.87,2.1,No,1.5,4,7,1,2,6,0,,0,0,0,0,Flat,Right Outside Numbers,4.74,7,0,,,,,,0,1,0,0,24,ATL,0,0,0,,0,,5,Z.McPhearson,0,,
305,2021_01_BAL_LV,Right,14.5,Good,0.9,2.24,No,2,4,8,1,1,8,0,,0,0,0,0,Vertical,Right Outside Numbers,3.96,0.5,1,9,BAL,8,1,Forward Right,1,0,0,0,8,BAL,0,0,0,,0,,,,0,,
537,2021_01_BAL_LV,Left,14,Good,0.79,2.18,Left,2,3.5,6,2,1,6,1,D.Carrier,0,0,0,0,Angled,Left Middle,4.44,,0,,,,,,0,1,0,0,21,LV,0,0,0,,0,,4,C.Westry,1,C.Westry,3
924,2021_01_BAL_LV,Right,14,Good,0.9,2.28,No,2,4,7,1,2,5,0,,0,0,0,0,Flat,Right Outside Numbers,4.54,6,0,,,,,,0,1,0,0,5,BAL,0,0,0,,0,,20,D.Leavitt,1,N.Hobbs,4
